tenure_months,monthly_charges,support_tickets_last_90d,num_products,avg_login_frequency_per_week,churned
7.5,84.01,1,3,0.76,0
0.4,63.56,1,3,1.9,1
6.0,84.33,1,2,2.59,0
79.4,53.91,1,1,2.05,0
59.4,63.51,0,5,4.19,0
57.7,94.25,0,3,6.51,0
9.6,91.86,3,3,7.08,0
71.6,45.45,1,3,5.01,0
27.6,48.61,1,3,8.28,0
1.1,72.72,3,4,3.29,1
6.3,113.15,1,4,0.73,0
26.0,22.11,0,3,6.11,0
4.3,76.96,2,1,0.32,1
2.8,35.6,0,5,2.49,0
34.3,54.14,4,2,5.04,0
0.1,60.89,4,1,3.8,1
0.8,59.49,2,1,3.62,0
46.8,56.66,0,4,1.64,0
8.4,70.18,2,2,3.98,1
64.5,56.62,2,1,6.01,0
36.9,33.44,1,5,4.04,0
27.6,89.5,2,2,2.34,0
10.3,88.82,3,5,1.5,0
4.1,91.08,2,5,2.38,0
1.9,31.48,2,1,4.78,0
34.4,77.47,1,4,4.69,0
2.5,86.9,0,4,2.4,0
4.9,44.22,1,1,0.0,0
18.4,70.23,3,2,4.84,0
0.9,67.09,1,3,2.2,0
25.9,116.05,1,1,5.38,0
1.6,118.11,2,4,2.49,1
4.9,28.39,0,2,2.02,0
2.0,132.35,1,5,4.31,0
56.1,47.12,1,5,8.72,0
86.1,94.52,2,4,5.5,0
31.6,94.26,0,1,4.27,0
28.2,45.11,1,1,4.72,0
7.0,82.33,0,1,0.5,0
27.1,67.31,1,3,1.76,0
28.4,83.86,2,4,0.0,1
34.3,75.77,0,1,7.46,0
38.5,99.91,3,4,7.05,0
39.8,71.88,0,1,4.79,0
0.5,65.8,0,2,4.27,0
28.2,97.4,2,3,0.9,0
23.5,84.51,1,5,3.56,0
49.5,88.3,1,4,7.58,0
3.0,53.39,3,3,4.26,0
27.0,43.87,2,1,2.87,1
15.4,55.81,0,2,0.48,0
15.7,54.48,1,4,6.76,0
3.9,89.65,0,1,3.86,0
34.6,94.4,0,4,0.49,0
17.0,66.12,0,4,2.15,0
2.6,105.77,1,4,1.44,1
120.0,104.21,0,2,3.74,0
22.4,76.08,1,2,4.41,1
12.3,49.45,1,1,2.99,1
78.3,109.38,3,2,5.55,0
44.8,68.47,0,3,4.16,0
37.1,73.15,0,1,6.12,0
1.7,61.51,1,3,3.29,0
27.0,47.76,2,2,10.09,1
52.4,33.28,1,3,2.87,0
16.5,85.82,1,2,2.19,1
35.1,50.41,2,5,1.95,0
7.8,146.49,1,2,3.58,0
3.6,42.85,0,5,0.56,0
51.9,38.57,3,1,4.59,0
13.1,82.75,1,1,0.19,0
17.2,108.23,0,1,4.32,0
8.6,71.61,1,3,1.3,0
16.6,84.31,1,5,3.24,0
8.4,23.91,0,1,5.21,0
1.4,53.06,4,4,8.61,0
47.9,43.16,1,4,1.84,0
4.5,22.62,1,2,3.7,0
9.2,72.92,1,2,2.55,0
46.7,13.93,3,5,2.26,0
26.3,36.95,1,4,2.57,0
20.9,56.57,1,2,5.65,0
52.1,49.22,0,5,3.02,0
4.3,79.91,1,3,8.5,0
16.0,77.64,1,1,4.83,0
15.1,92.34,3,5,1.98,0
83.8,88.81,1,5,3.27,0
41.4,98.52,0,3,2.4,0
5.3,69.95,0,4,5.6,0
4.0,77.59,1,2,0.72,0
11.1,82.79,1,5,1.32,0
5.3,73.54,1,2,2.82,1
11.2,60.07,0,2,5.37,0
2.7,61.69,1,3,6.47,0
21.6,49.56,1,2,6.76,0
5.4,80.54,1,4,5.06,0
5.9,67.65,0,4,3.83,0
96.3,53.42,0,3,5.59,0
40.6,53.44,1,4,1.71,0
51.4,39.74,1,3,0.31,0
1.6,94.47,1,5,4.87,0
7.3,71.97,2,2,1.99,0
11.2,48.43,0,4,3.87,0
42.0,90.21,3,3,4.24,1
22.7,55.99,1,5,4.5,0
0.1,34.84,0,2,5.88,0
8.1,95.53,2,1,5.66,0
40.5,56.57,1,5,4.39,0
120.0,59.78,1,5,3.12,0
10.1,71.03,0,4,4.22,0
15.1,98.56,2,3,2.81,1
22.4,70.5,0,3,3.61,0
15.0,40.02,4,4,9.24,1
39.9,83.6,4,4,4.36,0
53.1,57.88,0,2,4.9,0
5.1,117.2,1,1,2.59,1
19.0,69.97,0,1,6.04,0
2.7,14.12,2,2,5.52,0
4.2,78.93,4,4,5.53,0
15.2,118.61,1,3,4.43,0
8.8,109.4,0,4,6.07,0
2.2,115.77,0,3,6.54,0
18.0,44.51,5,2,4.57,0
32.2,92.8,3,4,3.77,0
31.4,51.95,0,4,5.79,0
9.1,75.61,1,5,2.19,0
18.5,38.18,1,5,2.56,0
5.3,53.89,0,2,3.89,1
6.3,53.09,0,4,0.52,0
9.3,92.46,3,2,5.66,0
68.3,90.02,0,5,2.07,0
12.9,76.92,1,4,3.06,0
21.2,36.24,0,5,3.57,1
18.4,62.21,3,2,4.08,0
33.1,51.35,1,1,3.31,0
70.1,91.74,0,1,3.87,0
10.2,99.45,1,3,3.88,0
31.6,96.41,2,5,3.11,0
9.7,51.12,0,4,2.45,0
49.6,10.0,0,5,6.16,0
3.6,25.83,0,3,0.0,0
3.5,105.54,3,5,3.59,0
18.0,59.97,1,5,3.06,0
2.1,51.23,1,2,4.84,0
7.8,111.07,2,5,1.09,0
18.7,101.63,0,1,3.0,0
7.3,70.61,0,3,3.8,0
63.5,62.66,1,3,6.14,0
18.8,66.7,0,2,4.66,0
15.5,75.68,0,5,1.63,0
17.9,110.0,2,4,3.03,1
30.4,80.56,1,1,5.77,0
8.7,88.15,1,1,1.6,1
33.9,99.23,0,1,3.84,0
61.2,40.76,1,2,3.98,0
49.0,88.87,0,1,3.23,0
17.4,62.64,2,2,9.39,0
5.8,10.0,1,4,3.17,0
7.9,16.8,0,5,4.9,0
38.6,44.55,0,4,2.47,0
22.2,83.28,3,3,5.06,0
9.5,72.84,0,4,5.74,0
0.8,74.61,2,5,2.82,0
47.3,118.77,1,1,3.89,0
4.0,38.27,3,5,2.21,1
14.3,69.31,1,4,1.71,0
7.5,77.61,1,2,6.07,0
10.1,51.59,0,3,2.89,0
1.9,70.71,1,3,0.0,0
8.0,30.0,2,1,7.53,0
60.1,105.25,1,2,2.4,0
14.5,52.96,1,2,3.51,0
14.0,120.79,0,1,7.28,0
21.3,69.19,1,3,3.72,0
10.5,95.7,1,3,3.67,0
9.5,68.67,1,2,1.54,0
0.5,69.23,0,1,0.73,0
37.6,55.4,1,5,3.67,1
29.1,72.98,0,4,4.73,0
12.2,77.95,2,3,4.61,1
23.6,50.39,1,4,3.04,0
12.2,66.87,1,2,4.04,0
2.9,54.75,0,2,0.33,1
3.8,127.49,1,4,4.92,0
80.1,67.76,0,4,4.32,0
30.4,108.63,0,4,7.95,0
10.7,65.11,2,3,4.01,0
34.0,76.48,1,1,2.11,1
17.4,36.97,4,4,3.9,0
37.0,58.82,0,4,3.34,0
26.3,75.26,1,3,4.87,0
33.8,109.65,1,2,4.05,0
0.1,75.55,0,5,1.48,1
103.3,104.59,3,2,0.73,0
1.1,86.02,3,2,4.53,1
12.0,110.69,1,4,6.77,0
3.2,68.52,2,3,4.16,0
5.2,129.76,1,3,5.63,0
12.6,57.87,2,4,6.03,0
10.6,50.84,1,2,4.53,0
69.4,39.75,1,1,2.37,0
11.7,128.28,2,1,4.39,0
72.2,90.49,0,5,6.41,0
21.0,61.65,2,3,5.06,0
12.0,101.23,3,3,5.5,0
21.9,87.19,0,2,3.07,0
20.8,119.15,1,4,3.6,0
7.2,31.3,2,5,3.76,0
7.0,63.37,2,4,3.9,0
55.0,58.44,1,3,6.34,0
1.9,20.66,0,3,0.0,0
17.4,96.51,0,5,4.06,0
73.3,63.24,1,5,3.84,0
9.2,88.49,0,2,1.26,0
40.4,128.99,0,5,5.34,0
8.9,61.17,1,5,2.55,0
75.0,59.47,1,5,3.29,0
3.6,72.97,1,1,7.7,0
12.7,94.68,0,1,6.02,0
17.3,55.83,2,2,5.15,0
32.8,54.23,1,4,4.76,0
20.6,96.43,0,1,3.67,1
36.8,79.47,1,1,8.0,0
3.7,18.88,1,1,5.6,0
38.3,39.37,1,1,2.5,0
59.0,107.53,1,5,1.2,0
34.4,80.05,3,4,5.13,0
9.2,50.95,1,4,3.89,0
5.5,65.74,1,2,1.14,0
7.6,70.33,3,4,4.86,0
3.1,88.39,0,4,3.46,0
26.3,36.04,1,3,5.06,0
19.1,48.98,0,5,4.88,0
19.2,76.82,3,3,2.78,0
23.2,67.5,1,2,5.27,1
55.0,84.3,1,4,3.0,0
1.6,39.26,3,5,3.13,0
12.2,78.93,1,5,2.94,0
5.9,97.29,1,3,6.26,0
29.8,82.17,0,3,3.44,0
51.0,73.48,2,5,6.74,0
8.1,67.6,0,4,7.57,0
15.1,49.13,1,3,2.52,0
1.2,68.2,0,2,0.0,0
15.2,101.49,1,5,6.09,0
8.9,67.02,1,5,3.32,0
23.3,47.75,0,1,2.27,0
16.1,57.69,1,1,2.82,0
38.7,75.02,2,1,3.17,0
13.3,60.66,1,2,6.59,0
15.3,82.13,1,1,4.32,0
44.9,83.07,2,5,6.57,0
13.9,92.22,2,5,4.99,0
23.7,105.59,4,1,3.38,1
6.1,94.9,3,5,3.22,0
34.1,46.64,1,1,5.12,0
24.8,47.41,1,4,5.64,0
25.8,68.11,0,2,5.99,0
27.1,58.72,1,1,3.48,0
22.6,41.54,2,3,4.35,0
1.9,58.96,1,5,5.17,0
8.8,58.14,2,5,3.23,0
50.3,53.2,2,1,1.73,1
42.1,62.11,2,5,2.39,0
41.3,99.46,0,2,3.52,0
70.4,74.98,2,3,5.32,0
20.1,131.8,1,1,6.52,0
18.7,74.26,2,5,1.29,1
16.6,62.75,0,4,2.81,0
1.6,70.1,2,4,3.28,0
17.7,76.41,2,4,5.59,1
31.9,80.88,1,5,2.94,0
7.9,121.92,0,1,3.14,0
53.6,48.87,4,2,1.18,0
24.1,91.48,0,1,4.97,0
28.7,75.19,3,3,3.68,0
22.6,30.72,4,3,2.69,1
40.9,89.27,0,1,3.48,0
14.9,101.69,1,4,6.25,0
18.8,48.57,2,1,1.99,0
6.6,69.78,1,4,2.32,0
17.4,26.87,1,4,6.5,0
6.5,38.53,2,5,4.15,0
43.3,96.2,0,1,5.34,0
20.5,58.34,3,5,4.8,0
20.1,42.28,2,3,3.93,0
38.4,75.74,0,5,3.3,0
6.0,56.94,0,4,5.66,0
6.2,58.23,1,4,6.32,0
74.0,88.48,2,1,6.17,0
22.0,40.96,2,4,1.63,1
20.3,47.37,1,3,6.61,0
0.4,73.85,0,5,3.28,0
11.9,94.24,1,4,2.49,0
55.4,100.95,0,1,3.66,0
40.1,53.37,1,5,5.66,0
12.3,93.43,0,1,5.08,0
25.3,50.4,3,2,3.49,0
11.2,115.66,2,2,5.68,0
14.5,41.66,0,5,4.28,0
10.4,103.21,0,1,2.85,1
5.9,53.59,1,5,2.58,1
18.9,120.33,2,2,4.82,0
16.2,84.78,1,4,3.83,0
73.8,44.6,0,1,1.25,0
2.8,56.94,3,2,5.69,0
14.4,89.53,0,4,3.04,1
34.6,96.32,1,4,7.18,0
17.5,68.23,2,5,1.19,1
63.7,71.12,2,5,3.64,0
11.7,88.96,0,3,2.6,0
4.0,73.29,0,2,2.05,0
51.6,37.66,0,2,3.03,0
1.7,49.68,1,5,7.54,0
13.4,75.88,0,4,4.29,0
10.0,100.39,1,5,2.42,0
22.1,110.4,0,3,0.34,0
31.2,89.49,2,3,0.56,0
15.4,77.18,1,5,2.93,1
45.2,88.72,2,4,2.73,0
1.1,53.33,3,2,3.55,1
9.4,66.17,0,3,0.0,1
21.0,49.4,2,2,3.82,0
11.4,38.78,1,4,6.06,0
3.7,78.34,0,1,7.25,0
5.5,74.64,1,5,0.21,0
12.1,87.19,2,5,2.4,0
10.1,83.65,2,1,2.29,0
31.4,76.07,0,4,4.29,0
28.4,83.92,2,1,1.56,0
26.9,68.93,2,2,7.36,0
23.3,80.32,3,2,4.09,1
33.5,51.85,3,3,3.75,0
71.0,79.24,0,5,7.19,0
8.4,86.71,2,3,3.97,0
51.7,53.26,1,2,4.8,0
0.4,71.3,2,1,2.5,1
72.9,54.41,2,5,1.26,0
2.5,56.84,1,2,2.78,0
2.9,41.88,1,3,8.37,0
13.7,101.64,2,1,5.27,0
4.0,96.64,1,2,4.55,0
0.3,83.44,1,3,2.05,0
0.0,119.3,1,5,5.82,0
8.0,65.27,1,2,1.28,1
41.9,145.79,3,3,0.87,0
3.1,64.31,1,5,2.88,0
22.0,76.38,2,2,7.91,0
41.4,60.06,0,2,7.8,0
5.2,79.31,0,1,3.1,0
8.2,90.89,1,5,2.65,0
120.0,67.15,2,1,0.72,0
29.0,114.42,0,2,4.16,0
17.3,75.98,1,1,4.32,0
44.7,76.76,1,4,5.58,0
2.6,47.28,0,2,5.82,0
37.1,80.46,2,4,3.61,0
32.8,66.65,0,4,5.11,0
10.9,54.79,1,1,2.6,0
8.7,50.59,0,2,5.07,1
19.8,136.79,2,1,2.99,0
34.8,63.41,1,1,4.92,0
38.5,33.58,0,3,4.76,0
54.3,52.54,1,2,4.14,0
4.8,68.71,2,1,5.59,0
6.6,83.67,2,3,0.86,0
32.4,83.87,1,3,1.87,0
4.8,86.92,2,5,3.46,0
0.2,53.88,1,4,1.11,1
5.7,78.51,1,2,3.19,0
8.7,48.1,0,3,3.25,1
8.8,54.51,2,1,6.62,0
27.0,47.06,1,2,4.29,0
24.4,40.29,1,3,6.06,0
14.2,96.61,0,1,4.6,0
31.2,87.22,2,5,2.93,0
16.1,94.42,1,3,4.27,0
25.1,70.98,3,4,5.46,0
75.5,89.42,2,2,6.39,0
34.0,25.97,1,5,3.74,1
7.5,91.58,5,2,0.7,1
4.1,74.43,0,5,0.56,0
68.2,85.68,1,3,3.35,0
25.9,79.5,0,4,0.0,0
42.9,45.32,3,2,7.59,0
20.9,32.55,2,5,5.19,0
20.9,52.2,2,1,2.73,0
120.0,84.12,0,1,1.78,0
59.6,87.25,0,3,6.06,0
1.6,35.8,1,5,1.77,0
4.5,45.47,0,5,1.96,0
10.7,51.92,0,5,2.47,1
10.2,61.07,0,3,4.23,0
4.7,35.95,1,5,5.24,0
26.6,34.45,1,3,6.39,0
13.3,49.45,0,3,6.09,0
52.1,72.16,0,1,4.0,0
10.5,40.49,1,4,6.04,0
17.9,67.1,1,2,2.66,0
13.1,96.46,1,1,0.36,0
25.5,37.46,2,2,2.66,0
6.9,64.84,0,4,2.39,0
42.4,95.62,1,2,2.74,0
82.1,59.54,0,2,2.08,0
1.7,55.66,1,2,3.08,1
0.1,99.09,3,3,5.24,0
12.8,62.34,2,4,7.43,0
18.6,97.61,3,4,0.55,0
31.1,80.72,0,1,1.42,0
12.8,61.43,2,2,2.42,0
14.9,81.99,0,4,5.53,0
22.3,78.01,1,2,3.59,0
12.1,95.52,1,1,2.55,0
81.9,56.29,0,2,5.43,0
1.6,71.03,0,4,5.91,0
2.9,68.46,0,4,3.96,0
17.9,87.6,1,1,2.37,0
7.4,44.37,3,4,4.54,0
41.5,95.42,1,1,3.53,0
10.2,81.66,3,4,3.52,0
5.5,37.08,1,3,2.98,0
4.2,100.21,0,1,5.85,0
23.2,125.85,1,2,4.5,1
4.3,95.05,2,5,6.07,0
13.6,105.67,0,3,6.67,0
27.4,72.13,2,4,4.92,0
31.0,28.46,1,4,2.99,0
11.5,23.9,1,1,6.08,0
1.1,76.38,2,5,4.93,0
10.8,55.2,2,2,9.21,0
13.0,47.14,2,4,4.62,0
14.9,68.43,2,3,5.4,0
6.6,85.39,1,3,4.58,1
101.0,33.68,1,2,3.8,0
33.2,58.78,3,5,3.48,1
2.3,107.75,1,1,4.59,0
2.0,43.12,2,5,5.04,1
14.3,91.74,2,2,6.31,0
38.4,57.88,1,5,4.62,0
2.1,83.64,0,1,3.07,1
38.7,97.43,2,1,3.35,0
25.7,88.53,0,1,1.35,0
40.1,92.73,1,3,7.32,0
41.5,41.21,3,2,2.92,0
33.3,97.84,2,3,5.93,0
22.7,48.68,1,5,4.55,0
50.2,76.49,1,1,4.61,0
24.0,76.46,1,3,3.77,0
20.4,82.13,0,4,2.42,0
18.0,78.42,0,3,2.06,1
33.6,48.9,3,5,7.46,0
8.4,36.25,2,4,4.23,0
103.0,91.81,1,1,6.25,0
38.6,74.65,2,3,6.77,0
4.3,98.73,1,2,3.18,1
30.5,68.88,0,1,4.85,0
31.7,34.87,0,5,4.09,0
3.1,94.15,0,2,1.69,0
13.5,60.74,0,1,3.63,0
8.2,78.55,2,2,5.18,1
4.8,53.81,1,5,3.0,0
7.1,111.11,0,3,3.35,0
32.9,48.09,3,5,3.65,0
16.9,61.56,2,3,8.22,0
8.4,72.69,0,1,0.33,0
5.5,42.7,0,2,5.0,0
43.3,78.26,3,1,3.49,0
14.8,110.3,2,3,2.72,0
29.0,57.74,2,2,3.44,0
13.3,79.88,1,5,5.33,0
7.2,10.0,2,2,5.45,0
33.6,69.03,1,2,4.37,0
17.4,62.17,1,5,6.19,0
24.8,49.54,1,3,6.54,0
45.4,97.04,1,1,5.63,0
61.8,61.84,2,3,2.91,0
30.6,65.56,3,2,4.99,0
23.4,60.57,1,4,5.0,0
38.2,22.08,2,3,2.37,0
7.8,41.7,1,4,0.86,0
9.3,94.03,1,5,0.0,1
31.4,17.25,1,4,4.14,0
9.3,50.84,1,2,4.6,0
9.1,60.01,4,2,1.64,1
51.0,113.59,1,3,6.09,0
40.6,89.22,0,3,4.3,0
9.6,56.07,1,2,6.7,0
14.5,102.61,1,5,4.74,0
41.8,51.49,1,5,1.87,0
2.4,95.23,0,2,4.92,0
30.6,36.03,3,4,5.34,0
4.5,96.83,0,5,2.9,0
46.9,59.85,2,1,1.12,0
15.4,44.29,3,2,4.2,0
4.2,64.57,1,4,2.0,0
0.0,76.93,2,3,6.24,1
0.8,57.63,0,4,3.19,0
9.5,83.85,5,3,7.45,0
36.9,55.43,1,1,0.0,0
0.9,85.51,0,3,4.27,1
32.1,81.06,0,3,6.86,0
53.7,68.48,1,5,2.22,0
10.3,58.97,3,1,3.68,0
32.1,73.79,1,1,3.19,0
0.4,83.76,1,1,2.63,0
3.1,121.54,1,3,4.49,1
6.9,93.49,0,5,1.41,1
13.3,94.4,0,4,3.78,1
29.7,147.21,1,5,5.03,0
41.7,82.9,1,5,3.57,0
11.4,82.12,1,4,2.0,0
17.3,87.6,0,4,6.06,0
96.4,44.78,2,2,5.46,0
19.0,58.9,1,5,1.92,0
12.8,57.35,1,4,1.41,0
41.4,86.19,1,5,2.1,1
120.0,65.65,1,5,5.09,0
13.0,73.46,0,2,4.55,0
26.5,97.19,0,1,5.58,0
59.1,91.58,1,5,3.35,0
10.7,65.96,4,3,2.15,0
14.1,53.25,2,5,5.84,0
18.7,98.38,1,4,2.89,0
20.6,89.35,0,2,4.37,0
32.1,29.84,0,2,0.9,0
28.8,62.17,0,4,2.86,0
13.1,74.14,1,2,6.02,0
61.6,89.47,2,2,2.57,0
13.7,92.75,2,2,5.63,0
6.5,77.1,2,4,0.0,0
23.5,84.63,2,1,2.88,0
44.0,71.6,2,1,3.66,0
7.5,53.15,3,1,7.49,0
21.5,63.47,1,4,1.66,0
9.6,70.47,3,1,5.34,0
0.8,69.13,1,3,6.11,1
6.7,22.86,0,1,2.56,0
28.1,60.06,0,3,3.25,0
33.7,71.41,1,1,4.28,1
6.4,62.97,1,1,1.04,0
23.9,63.83,2,3,3.09,0
13.5,82.2,3,4,6.55,1
22.3,43.03,0,1,5.05,0
0.9,29.3,0,3,3.69,0
3.8,61.3,2,5,4.23,0
5.2,89.1,1,4,5.16,0
8.2,112.19,3,4,5.54,1
13.1,89.55,3,2,2.89,0
13.7,33.29,2,5,7.07,0
13.4,64.19,0,1,6.63,0
3.4,76.42,1,4,5.35,1
69.4,74.44,2,3,2.31,0
10.1,83.48,1,1,1.96,0
19.3,47.07,0,5,3.35,0
47.6,71.62,2,4,4.12,0
3.3,80.51,2,2,0.46,0
20.1,90.64,1,1,4.99,0
11.9,49.86,2,4,6.57,0
40.3,61.37,1,3,5.15,0
15.8,10.0,4,1,2.65,0
10.4,54.46,1,5,2.41,1
0.3,56.89,2,4,4.6,0
64.8,44.51,0,3,3.69,0
2.7,74.14,0,2,4.89,0
23.5,68.6,0,2,5.2,0
8.9,13.52,0,3,6.18,0
79.1,75.39,4,1,1.74,0
4.0,46.79,2,2,4.44,0
65.0,82.14,3,2,3.27,0
99.3,37.95,3,1,3.8,0
7.6,70.75,0,1,5.73,0
2.7,62.92,1,2,5.95,0
25.5,77.58,1,2,6.8,0
7.3,73.12,1,2,4.85,0
9.4,63.62,2,4,3.78,0
32.5,31.59,0,3,3.49,0
50.9,33.07,3,1,0.53,0
22.3,55.4,1,5,6.68,0
39.4,69.79,2,4,3.36,0
2.9,54.79,2,3,5.01,0
60.1,85.63,0,1,5.36,0
3.3,63.02,0,5,1.51,0
2.9,45.87,0,4,2.15,1
7.3,63.05,0,3,7.09,0
18.0,75.65,1,1,4.58,0
4.4,78.12,4,1,2.84,1
61.8,116.96,0,2,3.75,0
6.1,53.28,0,2,6.17,0
51.5,68.16,3,2,5.87,0
59.9,80.65,1,3,1.07,0
13.6,69.41,1,1,7.27,0
53.9,57.48,1,2,5.93,0
40.0,31.27,0,5,3.7,0
12.5,57.23,2,5,1.62,0
40.3,43.16,1,1,6.11,0
27.7,26.83,0,4,4.95,0
8.0,50.11,0,5,1.08,0
89.2,43.82,0,3,3.54,0
23.3,84.59,0,2,10.25,0
44.8,85.03,2,3,4.03,0
13.5,47.4,2,2,2.52,0
25.7,63.49,1,2,1.98,0
6.8,23.54,1,5,7.54,0
8.8,57.64,2,4,5.7,0
34.4,79.97,1,3,6.81,0
48.8,90.62,4,1,4.5,0
98.4,52.17,3,5,6.51,0
16.8,96.3,0,1,2.3,0
0.7,32.11,1,4,4.33,0
4.4,38.81,3,2,4.57,0
4.6,87.74,0,2,6.76,0
80.1,111.78,1,1,4.64,0
9.0,82.34,0,2,2.75,1
9.3,68.99,0,4,4.13,0
65.1,15.12,1,3,0.65,0
19.0,19.44,1,1,0.0,0
10.4,73.24,0,2,5.66,0
0.8,61.05,0,1,3.25,0
2.4,42.35,2,3,3.48,0
5.9,71.64,0,5,5.66,0
6.4,72.88,3,5,6.79,1
14.6,93.61,2,5,5.07,0
21.7,73.42,1,1,7.86,0
6.7,100.71,1,3,5.01,1
20.8,70.2,0,1,4.6,0
13.5,67.12,2,3,4.48,0
42.7,96.61,2,3,1.43,0
18.4,45.54,1,4,5.91,0
16.8,140.36,1,2,0.0,1
11.6,79.38,0,1,2.83,0
16.0,79.52,1,3,4.05,0
8.8,83.13,1,3,2.42,0
6.9,116.93,0,4,3.1,0
20.8,89.81,1,1,7.68,1
9.7,29.87,1,4,6.21,0
9.3,105.09,1,3,2.63,0
76.6,61.48,2,4,3.06,0
27.8,72.68,3,5,1.45,0
12.2,38.02,4,2,5.41,0
26.6,83.16,2,4,3.5,0
43.2,53.72,0,1,0.07,0
95.0,72.5,1,5,4.2,0
20.0,62.9,3,3,4.88,0
1.4,118.13,1,4,5.93,0
17.2,119.56,1,4,3.85,0
2.1,71.16,1,4,3.25,0
82.0,71.6,2,2,7.97,0
3.8,60.66,0,4,4.01,0
1.7,97.65,0,3,5.44,0
55.5,61.78,2,4,2.92,0
13.8,59.47,0,4,5.38,0
17.3,94.46,1,3,1.09,0
14.0,56.54,1,1,3.08,0
63.7,69.06,1,2,1.58,0
20.9,30.47,1,5,2.79,0
15.4,87.6,2,3,6.5,0
2.7,118.52,1,4,2.78,0
70.3,88.03,2,2,5.44,0
6.3,106.54,3,4,7.03,1
66.3,48.85,1,3,3.94,0
1.2,75.91,2,2,5.99,0
49.0,46.42,1,1,5.06,0
13.5,64.31,0,2,4.23,0
104.0,89.31,2,3,5.5,0
42.6,72.55,3,2,7.68,0
3.1,34.68,2,2,2.73,0
3.3,37.12,0,2,2.08,0
9.4,35.47,0,2,1.96,0
84.1,82.29,0,4,5.99,0
21.5,121.6,1,3,6.26,0
21.2,104.06,1,3,2.93,0
42.8,22.6,0,1,0.0,0
29.5,105.53,1,3,2.65,0
28.5,93.41,1,5,5.1,0
46.0,31.37,0,4,3.87,0
20.4,62.42,0,3,4.36,0
31.7,97.39,1,2,2.95,0
11.9,83.76,1,2,6.03,0
18.1,37.27,2,1,4.69,0
23.3,85.27,1,1,5.17,0
12.0,16.56,2,4,4.32,0
41.4,64.43,2,5,5.05,0
57.2,98.45,2,5,4.92,0
4.4,70.46,2,4,2.14,0
44.1,57.53,1,5,4.75,0
1.6,92.23,2,3,5.58,1
5.7,94.37,0,2,6.31,0
20.3,102.75,3,2,4.83,0
46.4,91.86,1,2,2.07,0
87.7,97.03,1,4,2.38,0
25.0,88.32,2,1,3.13,0
1.4,76.64,1,5,4.38,0
36.6,72.24,0,4,3.76,0
5.6,64.07,2,2,1.75,1
6.0,39.69,2,4,1.74,0
2.3,46.12,1,1,0.0,1
15.9,62.95,0,3,0.0,0
9.7,76.04,0,1,3.74,0
49.1,106.02,3,1,8.64,0
30.3,68.96,1,1,7.59,0
10.5,95.09,1,4,2.04,0
8.7,96.98,1,4,4.3,0
17.2,64.21,3,5,1.07,0
6.9,84.87,2,5,1.38,0
1.2,63.91,2,5,1.61,0
10.6,103.05,1,5,3.55,0
6.9,85.9,0,1,3.64,0
31.4,40.24,1,4,4.51,0
25.4,74.04,1,4,5.33,0
6.2,111.2,0,1,3.33,0
47.8,65.47,1,1,4.07,0
19.8,81.19,1,5,1.81,1
72.3,83.65,3,5,1.31,0
35.7,44.08,0,2,1.0,0
55.7,82.77,0,1,5.3,0
76.3,35.15,2,2,3.32,0
12.4,54.36,2,1,0.26,0
26.4,96.89,0,4,3.87,0
4.2,78.92,1,2,1.5,0
6.7,62.39,2,1,7.32,1
5.5,81.16,2,5,2.84,0
14.8,68.5,1,5,5.36,0
29.9,70.31,2,5,6.18,0
20.3,86.42,1,5,2.09,0
0.7,51.82,1,1,4.15,0
5.8,71.01,1,4,5.11,0
30.0,62.19,0,4,4.23,0
24.4,30.36,0,4,4.72,0
7.7,46.99,0,2,1.34,0
8.8,109.21,0,2,5.11,0
36.2,79.62,2,5,3.03,0
17.6,36.91,1,1,4.7,0
21.8,31.49,0,4,5.84,0
13.7,67.2,0,4,5.34,0
32.7,109.03,2,4,4.7,0
53.5,65.33,2,3,5.28,0
80.5,102.67,0,4,5.38,0
27.0,78.8,0,5,6.99,0
12.4,81.78,3,4,3.93,1
3.8,36.61,3,1,4.33,1
0.9,93.44,0,2,5.86,0
74.2,61.63,0,2,3.02,0
32.4,91.58,2,2,1.33,0
11.9,49.65,1,2,4.99,1
22.9,74.43,1,2,3.59,0
45.3,78.8,0,4,1.58,0
93.3,66.15,2,1,5.0,0
5.3,80.11,0,4,6.86,1
21.8,63.34,0,4,0.74,0
38.2,53.77,0,5,6.04,0
111.6,110.14,0,1,0.0,0
34.1,96.22,0,2,3.2,0
23.4,50.98,3,5,7.68,0
27.7,84.21,2,3,3.34,0
8.5,51.43,1,3,4.18,0
27.6,40.38,1,1,5.53,0
47.6,95.85,1,4,0.57,0
7.4,27.4,3,2,4.14,0
64.6,93.17,2,5,4.13,0
2.6,63.68,3,2,7.72,0
11.7,64.71,2,1,1.53,1
4.3,80.24,0,3,3.24,0
2.1,84.53,0,3,2.14,1
88.2,49.34,0,3,1.93,0
7.6,87.94,2,5,6.25,0
17.3,72.83,1,2,4.05,0
23.6,38.6,3,2,2.89,1
3.4,65.75,1,4,2.96,0
8.3,104.53,0,1,2.87,0
7.8,111.91,1,5,3.05,0
8.9,87.93,1,2,1.47,0
15.8,40.24,4,2,3.48,0
9.7,82.27,0,1,3.28,0
40.4,91.27,2,2,2.48,0
17.3,88.14,1,3,4.31,0
